name,email,phone,age,zipcode,income,label
Taylor Garcia,taylor.garcia@mail.test,513-302-1192,66,85039,66766,1
Sam Garcia,sam.garcia@mail.test,952-773-7314,53,91029,52999,1
Sam Nguyen,sam.nguyen@demo.org,736-450-2788,61,14055,43736,1
Sam Kim,sam.kim@demo.org,586-406-4700,27,48170,61841,1
Alex Smith,alex.smith@example.com,615-993-4893,48,38251,57766,1
Alex Nguyen,alex.nguyen@example.com,867-272-3679,23,14532,67630,1
Alex Lee,alex.lee@demo.org,292-704-7773,18,14924,60849,1
Taylor Smith,taylor.smith@mail.test,944-398-1717,24,58037,43188,1
Casey Nguyen,casey.nguyen@example.com,612-538-1658,44,88082,51351,1
Riley Smith,riley.smith@example.com,628-982-5994,38,81621,48931,1
Sam Kim,sam.kim@mail.test,338-892-5637,45,87926,34253,1
Sam Lee,sam.lee@example.com,256-431-7801,33,88816,39425,1
Taylor Kim,taylor.kim@mail.test,634-583-3607,63,99654,56834,1
Sam Lee,sam.lee@mail.test,393-935-4719,40,80400,81356,1
Alex Patel,alex.patel@mail.test,733-717-3763,69,20702,51967,1
Riley Nguyen,riley.nguyen@demo.org,950-384-6991,37,25385,48639,1
Jordan Lee,jordan.lee@demo.org,491-534-9923,55,19336,42281,1
Sam Kim,sam.kim@demo.org,315-248-5780,42,75421,60458,1
Alex Smith,alex.smith@mail.test,281-532-3604,45,41225,77689,1
Jordan Lee,jordan.lee@mail.test,534-731-7079,22,46021,90040,1
Riley Nguyen,riley.nguyen@demo.org,420-834-1002,38,13782,64281,1
Jordan Lee,jordan.lee@example.com,893-405-6951,35,98877,62100,1
Alex Garcia,alex.garcia@mail.test,239-258-6626,64,99630,51848,1
Casey Smith,casey.smith@example.com,771-321-7239,23,59111,54352,1
Casey Nguyen,casey.nguyen@example.com,613-434-1897,46,99402,69438,1
Jordan Nguyen,jordan.nguyen@mail.test,261-455-1670,36,94585,55277,1
Taylor Patel,taylor.patel@mail.test,323-681-7460,50,52719,57566,1
Jordan Kim,jordan.kim@example.com,703-918-6167,18,59037,59620,1
Sam Patel,sam.patel@example.com,608-335-1249,62,90103,51138,1
Sam Nguyen,sam.nguyen@demo.org,513-567-3854,20,13513,58875,1
Casey Smith,casey.smith@demo.org,679-513-4792,59,23335,29709,1
Taylor Lee,taylor.lee@mail.test,554-684-6330,38,54140,68233,1
Alex Lee,alex.lee@demo.org,903-243-4612,52,90373,95277,1
Sam Smith,sam.smith@demo.org,770-782-4163,58,87658,51719,1
Casey Nguyen,casey.nguyen@demo.org,464-419-2925,57,44840,65608,1
Riley Lee,riley.lee@demo.org,641-600-1990,20,41007,72774,1
Casey Lee,casey.lee@example.com,988-775-9995,42,66947,79203,1
Sam Lee,sam.lee@mail.test,689-684-6876,62,36393,56035,1
Sam Kim,sam.kim@demo.org,669-773-8081,55,67480,32950,1
Casey Kim,casey.kim@example.com,881-644-4340,62,98290,64008,1
Alex Garcia,alex.garcia@example.com,466-253-3575,37,96335,61929,1
Jordan Patel,jordan.patel@example.com,719-815-6944,69,19107,54815,1
Sam Smith,sam.smith@demo.org,239-436-1954,61,15993,57997,1
Casey Smith,casey.smith@demo.org,585-805-7859,62,62066,62155,1
Casey Smith,casey.smith@mail.test,849-499-4278,51,52942,65426,1
Taylor Garcia,taylor.garcia@demo.org,535-792-4801,38,26138,64797,1
Jordan Kim,jordan.kim@demo.org,713-377-7539,65,54527,56735,1
Riley Nguyen,riley.nguyen@example.com,570-990-8485,40,19190,65764,1
Alex Nguyen,alex.nguyen@mail.test,935-568-1383,23,88422,55725,1
Riley Garcia,riley.garcia@demo.org,261-704-5334,68,65698,69630,1
Jordan Nguyen,jordan.nguyen@demo.org,394-877-7204,30,92315,50588,1
Jordan Smith,jordan.smith@example.com,328-884-7111,66,39086,61096,1
Jordan Patel,jordan.patel@example.com,355-577-1922,40,27322,35644,1
Riley Lee,riley.lee@demo.org,989-785-4046,26,93569,54451,1
Jordan Kim,jordan.kim@mail.test,636-406-8647,34,95610,68512,1
Casey Kim,casey.kim@mail.test,990-539-4940,19,13435,44494,1
Riley Garcia,riley.garcia@example.com,539-403-1160,36,63331,55198,1
Jordan Kim,jordan.kim@example.com,739-591-9960,36,38942,23924,1
Casey Smith,casey.smith@demo.org,876-774-3581,24,69635,39479,1
Taylor Nguyen,taylor.nguyen@example.com,269-604-9799,59,39059,43403,1
Jordan Smith,jordan.smith@demo.org,874-790-3875,59,67557,61526,1
Riley Garcia,riley.garcia@mail.test,319-889-4759,37,62389,65001,1
Sam Smith,sam.smith@mail.test,416-255-1365,26,63014,59159,1
Jordan Nguyen,jordan.nguyen@demo.org,898-703-9092,34,42826,54261,1
Sam Patel,sam.patel@example.com,654-303-5172,44,40297,54313,1
Casey Garcia,casey.garcia@mail.test,429-457-3378,64,53890,70741,1
Taylor Patel,taylor.patel@example.com,381-967-6669,19,31322,63192,1
Alex Lee,alex.lee@mail.test,887-226-9490,53,45739,54991,1
Taylor Patel,taylor.patel@demo.org,998-290-7623,36,19719,79399,1
Jordan Lee,jordan.lee@demo.org,772-657-2474,34,89553,89250,1
Sam Lee,sam.lee@demo.org,564-874-7396,22,18314,41314,1
Sam Patel,sam.patel@mail.test,980-658-3964,56,85164,67838,1
Riley Garcia,riley.garcia@example.com,698-707-7644,35,87028,106348,1
Sam Nguyen,sam.nguyen@example.com,797-365-1919,24,46113,64203,1
Riley Smith,riley.smith@example.com,313-632-1991,34,25357,61732,1
Casey Smith,casey.smith@mail.test,555-894-4839,56,30365,59164,1
Alex Nguyen,alex.nguyen@mail.test,434-641-9706,53,49029,67353,1
Jordan Lee,jordan.lee@mail.test,407-908-1067,57,11737,71323,1
Riley Lee,riley.lee@mail.test,772-740-5478,62,84632,41328,1
Alex Garcia,alex.garcia@mail.test,218-882-4521,21,95474,59603,1
Sam Kim,sam.kim@example.com,273-772-8082,55,88218,25958,1
Sam Patel,sam.patel@mail.test,864-475-3258,42,37499,56860,1
Alex Lee,alex.lee@mail.test,850-821-7838,22,56157,46460,1
Sam Smith,sam.smith@example.com,739-908-4262,47,66247,65088,1
Casey Garcia,casey.garcia@mail.test,514-762-6780,29,51034,35154,1
Casey Patel,casey.patel@example.com,979-761-6232,21,10294,52315,1
Alex Garcia,alex.garcia@example.com,369-667-8845,41,34596,74498,1
Riley Patel,riley.patel@demo.org,213-914-5383,46,21434,49855,1
Riley Patel,riley.patel@demo.org,388-354-7837,26,68382,31426,1
Alex Nguyen,alex.nguyen@demo.org,921-670-4716,21,48098,63863,1
Riley Lee,riley.lee@demo.org,542-624-1570,68,14655,51202,1
Riley Garcia,riley.garcia@mail.test,710-381-3505,41,93029,57212,1
Casey Garcia,casey.garcia@demo.org,263-459-7336,31,56228,49052,1
Riley Nguyen,riley.nguyen@example.com,854-815-8086,22,13771,89616,1
Taylor Smith,taylor.smith@mail.test,920-292-5749,35,84099,36629,1
Jordan Smith,jordan.smith@demo.org,633-603-5529,59,66799,102502,1
Sam Lee,sam.lee@example.com,311-574-8226,36,72257,54140,1
Taylor Lee,taylor.lee@mail.test,242-406-5875,29,27558,62752,1
Riley Kim,riley.kim@mail.test,495-317-5627,35,68436,51378,1
Casey Nguyen,casey.nguyen@demo.org,421-365-3690,34,42376,50750,1
Alex Smith,alex.smith@mail.test,355-383-9281,47,97458,48228,1
Riley Patel,riley.patel@example.com,293-212-4020,41,87924,69019,1
Casey Garcia,casey.garcia@mail.test,941-637-9135,28,39332,38838,1
Jordan Lee,jordan.lee@example.com,349-859-8175,52,56737,65462,1
Riley Garcia,riley.garcia@mail.test,228-495-8129,40,99031,27233,1
Alex Garcia,alex.garcia@demo.org,920-839-3387,34,83970,64103,1
Casey Kim,casey.kim@example.com,827-638-6866,18,61952,72737,1
Casey Smith,casey.smith@mail.test,718-244-2262,32,30991,40882,1
Casey Lee,casey.lee@mail.test,354-380-8382,49,37472,70181,1
Jordan Garcia,jordan.garcia@mail.test,287-455-6630,26,69946,60771,1
Riley Lee,riley.lee@example.com,272-378-3259,32,36849,83976,1
Jordan Patel,jordan.patel@example.com,433-664-4294,45,11541,47172,1
Sam Kim,sam.kim@example.com,830-463-2230,41,12765,102240,1
Sam Patel,sam.patel@demo.org,806-933-7419,52,53074,24138,1
Riley Lee,riley.lee@demo.org,579-942-6750,39,39283,55057,1
Jordan Lee,jordan.lee@example.com,467-984-4135,44,10769,34521,1
Alex Smith,alex.smith@mail.test,549-693-2546,36,27806,87766,1
Casey Garcia,casey.garcia@demo.org,297-270-3411,62,12972,56074,1
Casey Garcia,casey.garcia@example.com,769-962-5145,29,28256,57425,1
Riley Patel,riley.patel@mail.test,557-927-7628,37,28653,66649,1
Sam Kim,sam.kim@demo.org,283-837-9775,18,96669,59928,1
Sam Nguyen,sam.nguyen@mail.test,495-435-2942,38,49339,51094,1
Casey Garcia,casey.garcia@mail.test,559-309-1191,66,35757,41150,1
Riley Smith,riley.smith@mail.test,292-767-1649,62,52399,62528,1
Jordan Patel,jordan.patel@mail.test,238-739-8587,18,54013,65683,1
Sam Patel,sam.patel@demo.org,836-212-5131,27,24706,70431,1
Jordan Nguyen,jordan.nguyen@demo.org,300-993-6457,64,48231,88691,1
Sam Smith,sam.smith@demo.org,365-582-2879,49,37909,27393,1
Sam Kim,sam.kim@example.com,575-670-8542,56,86631,58984,1
Taylor Smith,taylor.smith@demo.org,210-501-8357,39,67572,77876,1
Sam Kim,sam.kim@mail.test,652-391-2289,35,95879,58132,1
Alex Smith,alex.smith@demo.org,623-327-7381,65,73767,24927,1
Riley Smith,riley.smith@mail.test,554-311-6462,63,36469,40634,1
Riley Lee,riley.lee@example.com,344-264-4318,49,11313,64929,1
Jordan Patel,jordan.patel@mail.test,934-689-5920,44,17847,64383,1
Sam Smith,sam.smith@mail.test,638-305-7324,45,60222,70088,1
Alex Nguyen,alex.nguyen@mail.test,383-425-1776,35,84702,48285,1
Jordan Smith,jordan.smith@example.com,989-288-1687,56,19930,63898,1
Taylor Garcia,taylor.garcia@demo.org,729-570-6067,66,13285,45812,1
Jordan Patel,jordan.patel@demo.org,598-305-7094,46,45863,63899,1
Jordan Garcia,jordan.garcia@example.com,702-878-8692,35,26704,60798,1
Sam Patel,sam.patel@mail.test,231-592-5135,61,28705,47687,1
Taylor Garcia,taylor.garcia@demo.org,859-417-8124,25,10555,83373,1
Jordan Smith,jordan.smith@example.com,281-919-1446,48,31323,34415,1
Alex Smith,alex.smith@demo.org,627-237-2234,51,80968,57876,1
Alex Lee,alex.lee@example.com,643-526-1226,24,76922,47356,1
Riley Nguyen,riley.nguyen@mail.test,247-217-6558,53,63915,87513,1
Taylor Garcia,taylor.garcia@demo.org,907-386-3535,35,20619,68976,1
Taylor Kim,taylor.kim@example.com,428-589-6074,55,82390,50260,1
Riley Lee,riley.lee@demo.org,788-387-2881,26,69274,55804,1
Jordan Garcia,jordan.garcia@demo.org,469-806-5405,26,83173,87919,1
Taylor Garcia,taylor.garcia@demo.org,331-750-2695,63,31225,45806,1
Alex Lee,alex.lee@demo.org,386-685-4262,25,36739,33533,1
Alex Smith,alex.smith@example.com,621-319-9411,68,57708,64365,1
Sam Garcia,sam.garcia@mail.test,252-933-6570,52,63019,64705,1
Taylor Smith,taylor.smith@example.com,611-842-7901,35,86154,69991,1
Jordan Lee,jordan.lee@example.com,937-919-9597,22,17373,70089,1
Riley Smith,riley.smith@example.com,807-621-7855,31,45281,86561,1
Riley Patel,riley.patel@mail.test,446-271-5482,45,30187,34228,1
Jordan Kim,jordan.kim@demo.org,967-898-8243,47,77863,41958,1
Casey Garcia,casey.garcia@demo.org,376-998-1348,21,94085,69933,1
Sam Nguyen,sam.nguyen@demo.org,454-901-1307,56,49220,43416,1
Riley Kim,riley.kim@mail.test,544-326-5820,37,17642,38151,1
Taylor Smith,taylor.smith@demo.org,961-795-4558,42,89971,87988,1
Sam Garcia,sam.garcia@mail.test,582-605-7531,45,65556,35701,1
Taylor Smith,taylor.smith@demo.org,724-756-3985,29,43760,54731,1
Alex Patel,alex.patel@demo.org,825-475-3547,19,48192,59109,1
Sam Lee,sam.lee@example.com,916-536-3979,60,14381,79637,1
Riley Garcia,riley.garcia@mail.test,680-472-4129,31,29558,31968,1
Sam Patel,sam.patel@example.com,527-930-5204,39,40782,66232,1
Sam Patel,sam.patel@example.com,478-885-9519,48,14782,46644,1
Sam Garcia,sam.garcia@example.com,975-514-2134,40,64712,69414,1
Casey Smith,casey.smith@mail.test,898-980-9102,65,29462,46398,1
Sam Nguyen,sam.nguyen@mail.test,428-696-9347,37,70030,83585,1
Taylor Patel,taylor.patel@demo.org,672-900-4343,55,78519,46485,1
Alex Kim,alex.kim@example.com,201-957-1721,21,66411,23070,1
Jordan Patel,jordan.patel@demo.org,710-485-1870,32,65206,48167,1
Sam Nguyen,sam.nguyen@example.com,212-807-1497,41,56950,56080,1
Riley Smith,riley.smith@mail.test,932-437-2117,42,12523,76235,1
Sam Smith,sam.smith@mail.test,537-980-2647,18,70926,41124,1
Riley Kim,riley.kim@mail.test,766-666-7771,24,19677,41420,1
Taylor Patel,taylor.patel@example.com,342-400-3761,48,85828,74409,1
Riley Smith,riley.smith@mail.test,563-678-8069,29,25089,39372,1
Jordan Nguyen,jordan.nguyen@example.com,616-507-3696,59,14581,57315,1
Alex Garcia,alex.garcia@demo.org,893-566-4072,22,21907,57620,1
Riley Lee,riley.lee@example.com,243-938-4791,61,15609,63264,1
Riley Lee,riley.lee@demo.org,464-982-2504,67,61153,48752,1
Alex Lee,alex.lee@example.com,436-271-2690,59,60539,46095,1
Jordan Patel,jordan.patel@demo.org,389-467-4303,55,54143,65023,1
Sam Kim,sam.kim@mail.test,241-901-8850,29,32936,46560,1
Riley Smith,riley.smith@demo.org,472-680-9924,56,60182,39600,1
Alex Garcia,alex.garcia@mail.test,924-623-5485,35,23163,78417,1
Taylor Nguyen,taylor.nguyen@mail.test,541-813-9100,19,69758,67321,1
Alex Garcia,alex.garcia@demo.org,692-391-9690,27,56057,86513,1
Taylor Nguyen,taylor.nguyen@example.com,911-432-5322,32,22537,71760,1
Jordan Patel,jordan.patel@example.com,570-338-7999,47,32419,40978,1
Sam Lee,sam.lee@example.com,348-314-2874,61,52578,61446,1
Alex Patel,alex.patel@example.com,867-472-2051,34,84991,44766,1
Casey Kim,casey.kim@example.com,749-318-8538,21,84599,35226,1
Riley Kim,riley.kim@mail.test,443-779-7320,24,10834,53292,1
Jordan Nguyen,jordan.nguyen@example.com,498-875-3105,58,42214,74723,1
Alex Smith,alex.smith@mail.test,468-507-8737,48,12413,64124,1
Riley Smith,riley.smith@mail.test,487-304-2251,68,19505,39137,1
Alex Nguyen,alex.nguyen@mail.test,446-899-2517,56,12105,52765,1
Taylor Kim,taylor.kim@demo.org,282-385-6869,51,78104,57857,1
Alex Kim,alex.kim@demo.org,895-995-5992,23,68408,34663,1
Casey Kim,casey.kim@mail.test,409-808-7603,67,47679,70698,1
Alex Patel,alex.patel@demo.org,671-919-7513,55,89731,56569,1
Alex Kim,alex.kim@example.com,691-336-1183,62,75131,39141,1
Casey Garcia,casey.garcia@example.com,787-486-7615,68,74280,38292,1
Jordan Lee,jordan.lee@mail.test,574-853-9728,51,25762,76510,1
Alex Kim,alex.kim@example.com,710-778-2273,61,68703,54288,1
Casey Nguyen,casey.nguyen@mail.test,709-829-2096,32,91434,77855,1
Riley Lee,riley.lee@mail.test,481-559-9002,31,73079,83582,1
Taylor Patel,taylor.patel@example.com,351-204-6314,23,31577,75337,1
Taylor Nguyen,taylor.nguyen@demo.org,482-663-1270,67,11214,51999,1
Alex Lee,alex.lee@example.com,362-659-7305,54,96339,22532,1
Jordan Nguyen,jordan.nguyen@example.com,550-633-7995,67,58114,64695,1
Jordan Patel,jordan.patel@mail.test,339-670-8299,49,99234,91374,1
Riley Garcia,riley.garcia@mail.test,286-887-3230,20,73230,59469,1
Alex Patel,alex.patel@mail.test,567-328-4672,20,42980,30153,1
Taylor Patel,taylor.patel@mail.test,777-869-4970,39,77194,49877,1
Jordan Nguyen,jordan.nguyen@demo.org,577-348-6552,39,87806,57244,1
Alex Smith,alex.smith@demo.org,827-925-7589,27,47792,43530,1
Jordan Kim,jordan.kim@demo.org,680-493-6884,68,55807,21541,1
Casey Kim,casey.kim@mail.test,342-449-3925,20,32301,58532,1
Jordan Garcia,jordan.garcia@mail.test,501-224-3672,29,15141,48227,1
Taylor Garcia,taylor.garcia@mail.test,311-563-9662,46,23777,86590,1
Sam Kim,sam.kim@demo.org,290-729-5059,65,48346,61516,1
Riley Smith,riley.smith@mail.test,938-925-9383,34,64703,67044,1
Riley Kim,riley.kim@example.com,751-441-5440,24,57819,58214,1
Taylor Smith,taylor.smith@example.com,379-911-7646,30,38469,61406,1
Jordan Garcia,jordan.garcia@mail.test,402-772-5287,19,13845,35216,1
Alex Lee,alex.lee@example.com,204-436-2716,21,33290,44398,1
Jordan Nguyen,jordan.nguyen@example.com,510-748-5538,27,40699,76329,1
Taylor Garcia,taylor.garcia@demo.org,436-396-1584,56,54252,63142,1
Riley Garcia,riley.garcia@mail.test,770-951-8616,41,13293,54022,1
Jordan Patel,jordan.patel@mail.test,559-899-3866,34,67089,67293,1
Riley Patel,riley.patel@demo.org,229-978-3011,69,26608,67588,1
Alex Patel,alex.patel@example.com,307-801-1890,23,76273,89863,1
Riley Nguyen,riley.nguyen@example.com,644-637-9923,36,26619,62446,1
Riley Patel,riley.patel@mail.test,805-656-9806,22,88006,44062,1
Sam Smith,sam.smith@example.com,934-897-7100,49,97908,58265,1
Sam Kim,sam.kim@demo.org,895-694-7686,27,91653,69113,1
Casey Lee,casey.lee@demo.org,763-787-1896,26,24779,74935,1
Sam Garcia,sam.garcia@mail.test,638-477-5647,44,61040,35775,1
Riley Smith,riley.smith@demo.org,812-310-3432,30,66325,63806,1
Taylor Lee,taylor.lee@demo.org,960-390-7837,36,31630,46541,1
Riley Smith,riley.smith@mail.test,625-604-6454,38,22178,51501,1
Taylor Smith,taylor.smith@demo.org,408-221-9869,41,29935,72688,1
Taylor Garcia,taylor.garcia@demo.org,810-407-7845,55,57258,71194,1
Sam Kim,sam.kim@demo.org,886-984-5624,21,32784,49828,1
Jordan Patel,jordan.patel@example.com,801-852-9848,41,73722,57632,1
Alex Nguyen,alex.nguyen@mail.test,365-695-1589,52,33027,51959,1
Sam Kim,sam.kim@mail.test,628-973-7509,20,67853,103376,1
Sam Nguyen,sam.nguyen@mail.test,725-438-1071,21,77359,64175,1
Jordan Garcia,jordan.garcia@example.com,644-854-4580,54,82388,47408,1
Alex Garcia,alex.garcia@example.com,994-468-3462,57,88608,79833,1
Riley Garcia,riley.garcia@mail.test,444-874-8984,65,86669,80362,1
Casey Lee,casey.lee@example.com,606-416-7049,52,25111,86875,1
Casey Nguyen,casey.nguyen@mail.test,225-204-1985,48,42312,91320,1
Riley Kim,riley.kim@example.com,731-589-9901,61,34161,70616,1
Sam Kim,sam.kim@demo.org,770-647-7289,42,77313,54752,1
Alex Smith,alex.smith@demo.org,587-984-6368,57,60374,56961,1
Sam Smith,sam.smith@mail.test,725-661-8566,30,34014,55619,1
Taylor Smith,taylor.smith@example.com,218-774-8658,21,90308,53944,1
Sam Garcia,sam.garcia@example.com,950-618-8504,63,56389,78599,1
Sam Kim,sam.kim@demo.org,618-811-9095,31,28161,60011,1
Riley Nguyen,riley.nguyen@demo.org,321-631-2895,30,17490,74571,1
Riley Garcia,riley.garcia@example.com,516-580-2073,44,34502,70148,1
Riley Lee,riley.lee@example.com,264-554-5895,23,45757,43520,1
Casey Smith,casey.smith@example.com,363-340-2956,34,51111,34242,1
Taylor Garcia,taylor.garcia@example.com,662-950-4907,53,93245,41450,1
Riley Garcia,riley.garcia@example.com,386-919-5827,57,68645,53599,1
Alex Lee,alex.lee@example.com,389-587-5524,66,69055,62015,1
Casey Patel,casey.patel@mail.test,483-436-6313,52,18998,50275,1
Jordan Kim,jordan.kim@example.com,486-970-1757,34,38906,70546,1
Alex Nguyen,alex.nguyen@demo.org,335-991-4854,58,80192,52085,1
Alex Patel,alex.patel@mail.test,370-358-4558,19,60477,63854,1
Riley Smith,riley.smith@example.com,756-975-7726,30,46901,61764,1
Jordan Garcia,jordan.garcia@demo.org,703-570-5198,69,62021,86016,1
Jordan Lee,jordan.lee@mail.test,324-512-8119,19,39092,45371,1
Casey Lee,casey.lee@demo.org,997-657-9849,69,11242,93126,1
Jordan Kim,jordan.kim@example.com,396-932-1422,45,11831,51085,1
Taylor Patel,taylor.patel@example.com,771-809-5266,60,60721,39899,1
Riley Kim,riley.kim@example.com,581-372-3710,43,38511,56746,1
Jordan Garcia,jordan.garcia@example.com,652-549-9069,39,82782,108602,1
Casey Kim,casey.kim@mail.test,833-693-7763,64,28302,73428,1
Taylor Nguyen,taylor.nguyen@mail.test,203-292-3053,60,65568,69044,1
Sam Lee,sam.lee@demo.org,487-817-4217,20,13232,71928,1
Sam Lee,sam.lee@example.com,982-623-7009,52,61507,48456,1
Taylor Smith,taylor.smith@demo.org,807-656-2764,29,86508,64891,1
Casey Smith,casey.smith@mail.test,401-411-3671,41,20683,60038,1
Taylor Garcia,taylor.garcia@example.com,575-646-4177,22,33664,87136,1
Riley Nguyen,riley.nguyen@example.com,850-600-8263,37,43172,58370,1
Riley Patel,riley.patel@mail.test,587-651-1808,56,93641,54326,1
Sam Kim,sam.kim@mail.test,615-925-8701,56,74340,42528,1
Jordan Garcia,jordan.garcia@mail.test,392-349-3806,30,97236,62100,1
Casey Smith,casey.smith@mail.test,978-962-6634,58,21017,64394,1
Sam Kim,sam.kim@mail.test,592-515-3123,62,46613,41976,1
Jordan Smith,jordan.smith@example.com,798-469-1224,29,96130,66797,1
Jordan Kim,jordan.kim@mail.test,729-312-2814,30,86920,63498,1
Riley Patel,riley.patel@example.com,913-282-1124,27,40348,75202,1
Alex Garcia,alex.garcia@example.com,374-268-3931,50,26448,78186,1
Alex Kim,alex.kim@mail.test,455-926-3971,57,19491,61414,1
Taylor Nguyen,taylor.nguyen@mail.test,436-447-3415,33,88648,44455,1
Riley Lee,riley.lee@example.com,694-224-2609,62,68759,47541,1
Jordan Nguyen,jordan.nguyen@mail.test,917-689-7782,52,54553,86432,1
Casey Nguyen,casey.nguyen@mail.test,224-533-9307,20,10968,62482,1
Alex Lee,alex.lee@mail.test,247-937-6578,22,10368,86192,1
Jordan Nguyen,jordan.nguyen@demo.org,722-796-7548,43,83960,67479,1
Alex Kim,alex.kim@example.com,413-884-4792,28,45010,71306,1
Alex Kim,alex.kim@demo.org,647-775-7401,24,64154,74081,1
Alex Kim,alex.kim@mail.test,320-253-6450,27,45851,41653,1
Casey Lee,casey.lee@demo.org,983-440-6874,59,35496,64604,1
Riley Nguyen,riley.nguyen@mail.test,729-682-2012,69,40936,41445,1
Casey Lee,casey.lee@demo.org,386-855-5586,51,88858,55726,1
Sam Kim,sam.kim@mail.test,630-438-7447,20,77005,69603,1
Jordan Nguyen,jordan.nguyen@demo.org,497-275-6877,25,47493,44620,1
Riley Nguyen,riley.nguyen@demo.org,841-673-5922,48,79795,68390,1
Riley Smith,riley.smith@demo.org,482-790-2902,28,46390,37524,1
Riley Smith,riley.smith@example.com,774-211-1140,62,20292,77150,1
Riley Patel,riley.patel@demo.org,965-754-1016,24,38365,50033,1
Casey Garcia,casey.garcia@example.com,262-452-1464,62,27207,44593,1
Riley Smith,riley.smith@mail.test,575-719-6956,19,32912,38470,1
Taylor Lee,taylor.lee@demo.org,289-919-3851,23,90771,51310,1
Jordan Smith,jordan.smith@mail.test,995-829-7543,58,66572,31386,1
Riley Patel,riley.patel@mail.test,981-270-7124,49,29276,51774,1
Jordan Nguyen,jordan.nguyen@demo.org,379-323-2404,37,15534,76492,1
Taylor Patel,taylor.patel@example.com,492-996-5290,51,45670,57169,1
Taylor Nguyen,taylor.nguyen@demo.org,427-630-6555,67,72147,42337,1
Jordan Nguyen,jordan.nguyen@mail.test,986-660-5713,33,46486,63394,1
Alex Garcia,alex.garcia@mail.test,220-263-7308,42,75557,62068,1
Sam Smith,sam.smith@demo.org,226-510-9476,29,44268,89349,1
Alex Lee,alex.lee@example.com,859-480-5933,24,91335,71861,1
Alex Lee,alex.lee@example.com,363-423-9975,56,36336,64584,1
Casey Kim,casey.kim@mail.test,345-229-1044,34,13641,73576,1
Alex Nguyen,alex.nguyen@mail.test,986-670-2909,62,97132,57984,1
Riley Lee,riley.lee@example.com,420-733-1691,28,42959,58869,1
Casey Garcia,casey.garcia@demo.org,566-942-7382,23,23306,84884,1
Casey Nguyen,casey.nguyen@mail.test,534-640-9339,40,56182,35466,1
Taylor Garcia,taylor.garcia@example.com,208-487-9579,44,84123,74519,1
Alex Lee,alex.lee@mail.test,249-716-7781,63,66326,58338,1
Taylor Lee,taylor.lee@demo.org,786-876-1277,23,31498,55628,1
Jordan Kim,jordan.kim@example.com,499-788-6929,55,80198,51707,1
Sam Lee,sam.lee@mail.test,848-817-5675,19,37197,62305,1
Casey Nguyen,casey.nguyen@demo.org,346-689-6308,39,30719,59347,1
Jordan Nguyen,jordan.nguyen@mail.test,614-538-1287,37,35032,53779,1
Jordan Nguyen,jordan.nguyen@demo.org,386-337-1129,42,69624,49460,1
Riley Kim,riley.kim@demo.org,393-515-9151,32,88177,31420,1
Sam Kim,sam.kim@example.com,984-343-9207,66,51964,49143,1
Jordan Lee,jordan.lee@demo.org,501-622-1244,46,40028,52316,1
Jordan Patel,jordan.patel@mail.test,306-287-3176,25,64646,62268,1
Sam Patel,sam.patel@demo.org,540-203-4398,54,91187,89446,1
Sam Kim,sam.kim@demo.org,609-505-3654,66,18536,50761,1
Jordan Lee,jordan.lee@example.com,920-424-2371,69,66747,44644,1
Sam Patel,sam.patel@demo.org,520-758-6300,50,55712,49283,1
Jordan Lee,jordan.lee@demo.org,817-910-6505,39,16273,62300,1
Jordan Lee,jordan.lee@mail.test,817-991-7553,67,81820,68830,1
Riley Lee,riley.lee@example.com,495-370-8498,64,84353,70925,1
Alex Smith,alex.smith@example.com,692-394-1011,22,95914,72416,1
Jordan Nguyen,jordan.nguyen@example.com,394-689-3842,56,60830,74538,1
Taylor Lee,taylor.lee@demo.org,381-855-3077,35,27127,55817,1
Casey Smith,casey.smith@example.com,795-877-4867,55,93488,90797,1
Alex Kim,alex.kim@demo.org,992-295-5873,54,21539,54678,1
Alex Patel,alex.patel@demo.org,643-497-6856,47,56761,61640,1
Alex Nguyen,alex.nguyen@mail.test,560-573-9745,68,56219,79437,1
Riley Patel,riley.patel@mail.test,502-620-2269,48,24692,68496,1
Jordan Nguyen,jordan.nguyen@mail.test,919-436-8701,27,93656,26387,1
Riley Patel,riley.patel@mail.test,384-667-7897,32,23334,60085,1
Jordan Nguyen,jordan.nguyen@mail.test,562-482-6672,59,38615,72929,1
Riley Patel,riley.patel@demo.org,535-361-6593,65,17903,39848,1
Riley Patel,riley.patel@demo.org,800-521-7155,61,38527,71260,1
Casey Patel,casey.patel@example.com,623-272-5683,35,25629,65852,1
Taylor Patel,taylor.patel@demo.org,400-721-4809,40,68008,77759,1
Riley Kim,riley.kim@demo.org,887-987-8206,50,93276,49621,1
Casey Lee,casey.lee@mail.test,259-777-2409,33,36708,74938,1
Sam Garcia,sam.garcia@demo.org,870-768-6197,55,20860,62394,1
Taylor Smith,taylor.smith@mail.test,393-484-9718,52,27438,86491,1
Riley Garcia,riley.garcia@example.com,723-812-3172,51,77300,101791,1
Alex Garcia,alex.garcia@example.com,479-821-8825,45,81545,83075,1
Sam Nguyen,sam.nguyen@demo.org,927-873-6247,19,30842,67208,1
Sam Lee,sam.lee@example.com,513-531-7135,47,70213,94815,1
Casey Nguyen,casey.nguyen@demo.org,653-235-8189,30,52372,69052,1
Sam Lee,sam.lee@example.com,405-838-5535,58,78906,46381,1
